Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1924/09/03,1924,09,03,PHI192409031,Brooklyn Dodgers,Philadelphia Phillies,Baker Bowl,Charlie Moran,Barry McCormick,(none),Cy Rigler,,,Charlie Moran;Barry McCormick;Cy Rigler,,
1924/09/03,1924,09,03,PHI192409032,Brooklyn Dodgers,Philadelphia Phillies,Baker Bowl,Barry McCormick,Cy Rigler,(none),Charlie Moran,,,Barry McCormick;Cy Rigler;Charlie Moran,,
1924/09/04,1924,09,04,PHI192409040,New York Giants,Philadelphia Phillies,Baker Bowl,Cy Rigler,Charlie Moran,(none),Barry McCormick,,,Cy Rigler;Charlie Moran;Barry McCormick,,
1924/09/05,1924,09,05,PHI192409051,New York Giants,Philadelphia Phillies,Baker Bowl,Charlie Moran,Barry McCormick,(none),Cy Rigler,,,Charlie Moran;Barry McCormick;Cy Rigler,,
1924/09/05,1924,09,05,PHI192409052,New York Giants,Philadelphia Phillies,Baker Bowl,Barry McCormick,Cy Rigler,(none),Charlie Moran,,,Barry McCormick;Cy Rigler;Charlie Moran,,
1924/09/06,1924,09,06,PHI192409061,New York Giants,Philadelphia Phillies,Baker Bowl,Cy Rigler,Charlie Moran,(none),Barry McCormick,,,Cy Rigler;Charlie Moran;Barry McCormick,,
1924/09/06,1924,09,06,PHI192409062,New York Giants,Philadelphia Phillies,Baker Bowl,Charlie Moran,Barry McCormick,(none),Cy Rigler,,,Charlie Moran;Barry McCormick;Cy Rigler,Russ Wrightstone ejected by Cy Rigler;Jimmie Wilson ejected by Charlie Moran,
1924/09/12,1924,09,12,PHI192409120,Chicago Cubs,Philadelphia Phillies,Baker Bowl,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/09/13,1924,09,13,PHI192409131,Chicago Cubs,Philadelphia Phillies,Baker Bowl,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/09/13,1924,09,13,PHI192409132,Chicago Cubs,Philadelphia Phillies,Baker Bowl,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/09/16,1924,09,16,PHI192409161,Pittsburgh Pirates,Philadelphia Phillies,Baker Bowl,Monroe Sweeney,Hank O'Day,(none),Ernie Quigley,,,Monroe Sweeney;Hank O'Day;Ernie Quigley,,
1924/09/16,1924,09,16,PHI192409162,Pittsburgh Pirates,Philadelphia Phillies,Baker Bowl,Hank O'Day,Ernie Quigley,(none),Monroe Sweeney,,,Hank O'Day;Ernie Quigley;Monroe Sweeney,,
1924/09/18,1924,09,18,PHI192409181,Pittsburgh Pirates,Philadelphia Phillies,Baker Bowl,Monroe Sweeney,Ernie Quigley,(none),Hank O'Day,,,Monroe Sweeney;Ernie Quigley;Hank O'Day,,
1924/09/18,1924,09,18,PHI192409182,Pittsburgh Pirates,Philadelphia Phillies,Baker Bowl,Monroe Sweeney,Hank O'Day,(none),Ernie Quigley,,,Monroe Sweeney;Hank O'Day;Ernie Quigley,,
1924/09/20,1924,09,20,PHI192409200,Cincinnati Reds,Philadelphia Phillies,Baker Bowl,Ernie Quigley,Monroe Sweeney,(none),Hank O'Day,,,Ernie Quigley;Monroe Sweeney;Hank O'Day,,
1924/09/23,1924,09,23,PHI192409230,St. Louis Cardinals,Philadelphia Phillies,Baker Bowl,Cy Pfirman,Cy Rigler,(none),(none),,,Cy Pfirman;Cy Rigler,,
1924/09/24,1924,09,24,PHI192409240,St. Louis Cardinals,Philadelphia Phillies,Baker Bowl,Cy Rigler,Cy Pfirman,(none),(none),,,Cy Rigler;Cy Pfirman,,
1924/09/25,1924,09,25,PHI192409250,St. Louis Cardinals,Philadelphia Phillies,Baker Bowl,Cy Pfirman,Cy Rigler,(none),(none),,,Cy Pfirman;Cy Rigler,,
1924/04/24,1924,04,24,PIT192404240,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Jack Powell,Charlie Moran,(none),Cy Pfirman,,,Jack Powell;Charlie Moran;Cy Pfirman,,
1924/04/25,1924,04,25,PIT192404250,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Charlie Moran,Cy Pfirman,(none),Jack Powell,,,Charlie Moran;Cy Pfirman;Jack Powell,,
1924/04/26,1924,04,26,PIT192404260,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Cy Pfirman,Charlie Moran,(none),Jack Powell,,,Cy Pfirman;Charlie Moran;Jack Powell,,
1924/05/01,1924,05,01,PIT192405010,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Ernie Quigley,Bob Hart,(none),Monroe Sweeney,,,Ernie Quigley;Bob Hart;Monroe Sweeney,,
1924/05/02,1924,05,02,PIT192405020,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Monroe Sweeney,Ernie Quigley,(none),Bob Hart,,,Monroe Sweeney;Ernie Quigley;Bob Hart,,
1924/05/03,1924,05,03,PIT192405030,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Bob Hart,Ernie Quigley,(none),Monroe Sweeney,,,Bob Hart;Ernie Quigley;Monroe Sweeney,,
1924/05/06,1924,05,06,PIT192405060,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/05/07,1924,05,07,PIT192405070,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/05/09,1924,05,09,PIT192405090,Boston Braves,Pittsburgh Pirates,Forbes Field,Ernie Quigley,Bob Hart,(none),Monroe Sweeney,,,Ernie Quigley;Bob Hart;Monroe Sweeney,Johnny Gooch ejected by Ernie Quigley,
1924/05/10,1924,05,10,PIT192405100,Boston Braves,Pittsburgh Pirates,Forbes Field,Bob Hart,Monroe Sweeney,(none),Ernie Quigley,,,Bob Hart;Monroe Sweeney;Ernie Quigley,,
1924/05/13,1924,05,13,PIT192405130,Boston Braves,Pittsburgh Pirates,Forbes Field,Monroe Sweeney,Ernie Quigley,(none),Bob Hart,,,Monroe Sweeney;Ernie Quigley;Bob Hart,,
1924/05/15,1924,05,15,PIT192405150,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/05/16,1924,05,16,PIT192405160,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/05/17,1924,05,17,PIT192405170,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/05/19,1924,05,19,PIT192405190,New York Giants,Pittsburgh Pirates,Forbes Field,Hank O'Day,Barry McCormick,(none),(none),,,Hank O'Day;Barry McCormick,,
1924/05/20,1924,05,20,PIT192405200,New York Giants,Pittsburgh Pirates,Forbes Field,Barry McCormick,Hank O'Day,(none),(none),,,Barry McCormick;Hank O'Day,,
1924/05/21,1924,05,21,PIT192405210,New York Giants,Pittsburgh Pirates,Forbes Field,Hank O'Day,Barry McCormick,(none),(none),,,Hank O'Day;Barry McCormick,,
1924/05/22,1924,05,22,PIT192405220,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Cy Pfirman,Jack Powell,(none),Charlie Moran,,,Cy Pfirman;Jack Powell;Charlie Moran,,
1924/05/23,1924,05,23,PIT192405230,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Jack Powell,Cy Pfirman,(none),Charlie Moran,,,Jack Powell;Cy Pfirman;Charlie Moran,,
1924/05/30,1924,05,30,PIT192405301,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Monroe Sweeney,Bob Hart,(none),Ernie Quigley,,,Monroe Sweeney;Bob Hart;Ernie Quigley,,
1924/05/30,1924,05,30,PIT192405302,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Bob Hart,Ernie Quigley,(none),Monroe Sweeney,,,Bob Hart;Ernie Quigley;Monroe Sweeney,,
1924/05/31,1924,05,31,PIT192405310,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Ernie Quigley,Monroe Sweeney,(none),Bob Hart,,,Ernie Quigley;Monroe Sweeney;Bob Hart,,
1924/06/02,1924,06,02,PIT192406020,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Hank O'Day,Barry McCormick,(none),(none),,,Hank O'Day;Barry McCormick,,
1924/06/20,1924,06,20,PIT192406200,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Barry McCormick,Monroe Sweeney,(none),(none),,,Barry McCormick;Monroe Sweeney,,
1924/06/21,1924,06,21,PIT192406210,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Monroe Sweeney,Barry McCormick,(none),(none),,,Monroe Sweeney;Barry McCormick,,
1924/06/25,1924,06,25,PIT192406250,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1924/06/26,1924,06,26,PIT192406260,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1924/06/27,1924,06,27,PIT192406270,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1924/06/28,1924,06,28,PIT192406280,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,,
1924/07/04,1924,07,04,PIT192407041,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Hank O'Day,Monroe Sweeney,(none),(none),,,Hank O'Day;Monroe Sweeney,,
1924/07/04,1924,07,04,PIT192407042,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Monroe Sweeney,Hank O'Day,(none),(none),,,Monroe Sweeney;Hank O'Day,,
1924/07/05,1924,07,05,PIT192407050,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Hank O'Day,Monroe Sweeney,(none),(none),,,Hank O'Day;Monroe Sweeney,,
1924/07/07,1924,07,07,PIT192407070,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/07/08,1924,07,08,PIT192407080,Boston Braves,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/07/09,1924,07,09,PIT192407090,Boston Braves,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/07/10,1924,07,10,PIT192407100,Boston Braves,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/07/11,1924,07,11,PIT192407110,Boston Braves,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,Bill McKechnie ejected by Bill Klem,
1924/07/12,1924,07,12,PIT192407121,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Hank O'Day,Monroe Sweeney,(none),Ernie Quigley,,,Hank O'Day;Monroe Sweeney;Ernie Quigley,,
1924/07/12,1924,07,12,PIT192407122,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Monroe Sweeney,Ernie Quigley,(none),Hank O'Day,,,Monroe Sweeney;Ernie Quigley;Hank O'Day,,
1924/07/14,1924,07,14,PIT192407140,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Ernie Quigley,Hank O'Day,(none),Monroe Sweeney,,,Ernie Quigley;Hank O'Day;Monroe Sweeney,,
1924/07/15,1924,07,15,PIT192407150,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Hank O'Day,Monroe Sweeney,(none),Ernie Quigley,,,Hank O'Day;Monroe Sweeney;Ernie Quigley,,
1924/07/16,1924,07,16,PIT192407160,New York Giants,Pittsburgh Pirates,Forbes Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1924/07/17,1924,07,17,PIT192407170,New York Giants,Pittsburgh Pirates,Forbes Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,,
1924/07/18,1924,07,18,PIT192407180,New York Giants,Pittsburgh Pirates,Forbes Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1924/07/19,1924,07,19,PIT192407190,New York Giants,Pittsburgh Pirates,Forbes Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,,
1924/07/21,1924,07,21,PIT192407211,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Cy Pfirman,Bob Hart,(none),Barry McCormick,,,Cy Pfirman;Bob Hart;Barry McCormick,,
1924/07/21,1924,07,21,PIT192407212,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Bob Hart,Barry McCormick,(none),Cy Pfirman,,,Bob Hart;Barry McCormick;Cy Pfirman,,
1924/07/22,1924,07,22,PIT192407220,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Barry McCormick,Cy Pfirman,(none),Bob Hart,,,Barry McCormick;Cy Pfirman;Bob Hart,,
1924/07/23,1924,07,23,PIT192407230,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Cy Pfirman,Barry McCormick,(none),Bob Hart,,,Cy Pfirman;Barry McCormick;Bob Hart,,
1924/07/24,1924,07,24,PIT192407240,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Bob Hart,Barry McCormick,(none),Cy Pfirman,,,Bob Hart;Barry McCormick;Cy Pfirman,,
1924/08/13,1924,08,13,PIT192408130,New York Giants,Pittsburgh Pirates,Forbes Field,Ernie Quigley,Monroe Sweeney,(none),Hank O'Day,,,Ernie Quigley;Monroe Sweeney;Hank O'Day,,
1924/08/14,1924,08,14,PIT192408140,New York Giants,Pittsburgh Pirates,Forbes Field,Monroe Sweeney,Hank O'Day,(none),Ernie Quigley,,,Monroe Sweeney;Hank O'Day;Ernie Quigley,,
1924/08/15,1924,08,15,PIT192408150,New York Giants,Pittsburgh Pirates,Forbes Field,Hank O'Day,Ernie Quigley,(none),Monroe Sweeney,,,Hank O'Day;Ernie Quigley;Monroe Sweeney,Bill McKechnie ejected by Hank O'Day,
1924/08/16,1924,08,16,PIT192408160,New York Giants,Pittsburgh Pirates,Forbes Field,Ernie Quigley,Monroe Sweeney,(none),Hank O'Day,,,Ernie Quigley;Monroe Sweeney;Hank O'Day,,
1924/08/18,1924,08,18,PIT192408180,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/08/19,1924,08,19,PIT192408190,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/08/20,1924,08,20,PIT192408200,Brooklyn Dodgers,Pittsburgh Pirates,Forbes Field,Bill Klem,Frank Wilson,(none),(none),,,Bill Klem;Frank Wilson,,
1924/08/21,1924,08,21,PIT192408211,Boston Braves,Pittsburgh Pirates,Forbes Field,Bob Hart,Barry McCormick,(none),Cy Pfirman,,,Bob Hart;Barry McCormick;Cy Pfirman,,
1924/08/21,1924,08,21,PIT192408212,Boston Braves,Pittsburgh Pirates,Forbes Field,Barry McCormick,Cy Pfirman,(none),Bob Hart,,,Barry McCormick;Cy Pfirman;Bob Hart,,
1924/08/22,1924,08,22,PIT192408220,Boston Braves,Pittsburgh Pirates,Forbes Field,Cy Pfirman,Bob Hart,(none),Barry McCormick,,,Cy Pfirman;Bob Hart;Barry McCormick,,
1924/08/23,1924,08,23,PIT192408230,Boston Braves,Pittsburgh Pirates,Forbes Field,Bob Hart,Barry McCormick,(none),Cy Pfirman,,,Bob Hart;Barry McCormick;Cy Pfirman,,
1924/08/25,1924,08,25,PIT192408250,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1924/08/26,1924,08,26,PIT192408261,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,,
1924/08/26,1924,08,26,PIT192408262,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1924/08/27,1924,08,27,PIT192408270,Philadelphia Phillies,Pittsburgh Pirates,Forbes Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,,
1924/08/28,1924,08,28,PIT192408280,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Hank O'Day,Ernie Quigley,(none),Monroe Sweeney,,,Hank O'Day;Ernie Quigley;Monroe Sweeney,,
1924/08/29,1924,08,29,PIT192408290,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Ernie Quigley,Monroe Sweeney,(none),Hank O'Day,,,Ernie Quigley;Monroe Sweeney;Hank O'Day,,
1924/08/30,1924,08,30,PIT192408300,Cincinnati Reds,Pittsburgh Pirates,Forbes Field,Hank O'Day,Monroe Sweeney,(none),Ernie Quigley,,,Hank O'Day;Monroe Sweeney;Ernie Quigley,Earl Smith ejected by Hank O'Day,
1924/09/01,1924,09,01,PIT192409011,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Cy Pfirman,Bob Hart,(none),(none),,,Cy Pfirman;Bob Hart,,
1924/09/01,1924,09,01,PIT192409012,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Bob Hart,Cy Pfirman,(none),(none),,,Bob Hart;Cy Pfirman,,
1924/09/03,1924,09,03,PIT192409030,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Cy Pfirman,Bob Hart,(none),(none),,,Cy Pfirman;Bob Hart,Hi Myers ejected by Bob Hart,
1924/09/04,1924,09,04,PIT192409040,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Bob Hart,Cy Pfirman,(none),(none),,,Bob Hart;Cy Pfirman,,
1924/09/06,1924,09,06,PIT192409061,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Cy Pfirman,Bob Hart,(none),(none),,,Cy Pfirman;Bob Hart,Jack Smith ejected by Bob Hart,
1924/09/06,1924,09,06,PIT192409062,St. Louis Cardinals,Pittsburgh Pirates,Forbes Field,Bob Hart,Cy Pfirman,(none),(none),,,Bob Hart;Cy Pfirman,,
1924/09/26,1924,09,26,PIT192409261,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Cy Rigler,Frank Wilson,(none),Cy Pfirman,,,Cy Rigler;Frank Wilson;Cy Pfirman,,
1924/09/26,1924,09,26,PIT192409262,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Cy Pfirman,Cy Rigler,(none),Frank Wilson,,,Cy Pfirman;Cy Rigler;Frank Wilson,,
1924/09/27,1924,09,27,PIT192409270,Chicago Cubs,Pittsburgh Pirates,Forbes Field,Cy Rigler,Frank Wilson,(none),Cy Pfirman,,,Cy Rigler;Frank Wilson;Cy Pfirman,,
1924/04/23,1924,04,23,SLA192404230,Chicago White Sox,St.Louis Browns,Sportsman's Park III,George Hildebrand,George Moriarty,(none),Red Ormsby,,,George Hildebrand;George Moriarty;Red Ormsby,,
1924/04/24,1924,04,24,SLA192404240,Chicago White Sox,St.Louis Browns,Sportsman's Park III,George Moriarty,Red Ormsby,(none),George Hildebrand,,,George Moriarty;Red Ormsby;George Hildebrand,,
1924/04/25,1924,04,25,SLA192404250,Chicago White Sox,St.Louis Browns,Sportsman's Park III,Red Ormsby,George Hildebrand,(none),George Moriarty,,,Red Ormsby;George Hildebrand;George Moriarty,,
1924/04/26,1924,04,26,SLA192404260,Cleveland Guardians,St.Louis Browns,Sportsman's Park III,George Hildebrand,George Moriarty,(none),Red Ormsby,,,George Hildebrand;George Moriarty;Red Ormsby,,
1924/04/27,1924,04,27,SLA192404270,Cleveland Guardians,St.Louis Browns,Sportsman's Park III,George Moriarty,Red Ormsby,(none),George Hildebrand,,,George Moriarty;Red Ormsby;George Hildebrand,,
1924/04/28,1924,04,28,SLA192404280,Cleveland Guardians,St.Louis Browns,Sportsman's Park III,Red Ormsby,George Hildebrand,(none),George Moriarty,,,Red Ormsby;George Hildebrand;George Moriarty,,
1924/05/01,1924,05,01,SLA192405010,Detroit Tigers,St.Louis Browns,Sportsman's Park III,George Hildebrand,George Moriarty,(none),Red Ormsby,,,George Hildebrand;George Moriarty;Red Ormsby,,
1924/05/02,1924,05,02,SLA192405020,Detroit Tigers,St.Louis Browns,Sportsman's Park III,George Moriarty,Red Ormsby,(none),George Hildebrand,,,George Moriarty;Red Ormsby;George Hildebrand,,
1924/05/03,1924,05,03,SLA192405030,Detroit Tigers,St.Louis Browns,Sportsman's Park III,Red Ormsby,George Moriarty,(none),George Hildebrand,,,Red Ormsby;George Moriarty;George Hildebrand,,
1924/05/04,1924,05,04,SLA192405040,Detroit Tigers,St.Louis Browns,Sportsman's Park III,George Hildebrand,George Moriarty,(none),Red Ormsby,,,George Hildebrand;George Moriarty;Red Ormsby,,
1924/05/30,1924,05,30,SLA192405301,Chicago White Sox,St.Louis Browns,Sportsman's Park III,Bill Dinneen,Tommy Connolly,(none),(none),,,Bill Dinneen;Tommy Connolly,,
1924/05/30,1924,05,30,SLA192405302,Chicago White Sox,St.Louis Browns,Sportsman's Park III,Tommy Connolly,Bill Dinneen,(none),(none),,,Tommy Connolly;Bill Dinneen,,
1924/05/31,1924,05,31,SLA192405310,Chicago White Sox,St.Louis Browns,Sportsman's Park III,Bill Dinneen,Tommy Connolly,(none),(none),,,Bill Dinneen;Tommy Connolly,,
1924/06/01,1924,06,01,SLA192406010,Chicago White Sox,St.Louis Browns,Sportsman's Park III,Tommy Connolly,Bill Dinneen,(none),(none),,,Tommy Connolly;Bill Dinneen,,
1924/06/03,1924,06,03,SLA192406030,Boston Red Sox,St.Louis Browns,Sportsman's Park III,Dick Nallin,Billy Evans,(none),(none),,,Dick Nallin;Billy Evans,,
1924/06/04,1924,06,04,SLA192406040,Boston Red Sox,St.Louis Browns,Sportsman's Park III,Billy Evans,Dick Nallin,(none),(none),,,Billy Evans;Dick Nallin,,
1924/06/05,1924,06,05,SLA192406050,Boston Red Sox,St.Louis Browns,Sportsman's Park III,Dick Nallin,Billy Evans,(none),(none),,,Dick Nallin;Billy Evans,Hank Severeid ejected by Dick Nallin,
1924/06/06,1924,06,06,SLA192406060,Boston Red Sox,St.Louis Browns,Sportsman's Park III,Billy Evans,Dick Nallin,(none),(none),,,Billy Evans;Dick Nallin,,
1924/06/07,1924,06,07,SLA192406070,New York Yankees,St.Louis Browns,Sportsman's Park III,Dick Nallin,Billy Evans,(none),(none),,,Dick Nallin;Billy Evans,,
1924/06/08,1924,06,08,SLA192406080,New York Yankees,St.Louis Browns,Sportsman's Park III,Billy Evans,Dick Nallin,(none),(none),,,Billy Evans;Dick Nallin,,
1924/06/09,1924,06,09,SLA192406090,New York Yankees,St.Louis Browns,Sportsman's Park III,Dick Nallin,Billy Evans,(none),(none),,,Dick Nallin;Billy Evans,,
1924/06/10,1924,06,10,SLA192406100,New York Yankees,St.Louis Browns,Sportsman's Park III,Billy Evans,Dick Nallin,(none),(none),,,Billy Evans;Dick Nallin,,
1924/06/11,1924,06,11,SLA192406110,Washington Senators,St.Louis Browns,Sportsman's Park III,Tommy Connolly,Bill Dinneen,(none),(none),,,Tommy Connolly;Bill Dinneen,,
1924/06/13,1924,06,13,SLA192406130,Washington Senators,St.Louis Browns,Sportsman's Park III,Bill Dinneen,Tommy Connolly,(none),(none),,,Bill Dinneen;Tommy Connolly,,
1924/06/14,1924,06,14,SLA192406140,Washington Senators,St.Louis Browns,Sportsman's Park III,Tommy Connolly,Bill Dinneen,(none),(none),,,Tommy Connolly;Bill Dinneen,,
1924/06/16,1924,06,16,SLA192406160,Philadelphia Athletics,St.Louis Browns,Sportsman's Park III,Tommy Connolly,Bill Dinneen,(none),(none),,,Tommy Connolly;Bill Dinneen,,
1924/06/18,1924,06,18,SLA192406180,Philadelphia Athletics,St.Louis Browns,Sportsman's Park III,Bill Dinneen,Tommy Connolly,(none),(none),,,Bill Dinneen;Tommy Connolly,,
1924/06/19,1924,06,19,SLA192406190,Chicago White Sox,St.Louis Browns,Sportsman's Park III,Pants Rowland,Ducky Holmes,(none),Dick Nallin,,,Pants Rowland;Ducky Holmes;Dick Nallin,,Home: Ducky Holmes 6th inning;FirstBase: Dick Nallin 6th inning;ThirdBase: (None) 6th inning
1924/06/21,1924,06,21,SLA192406211,Chicago White Sox,St.Louis Browns,Sportsman's Park III,Ducky Holmes,Dick Nallin,(none),Pants Rowland,,,Ducky Holmes;Dick Nallin;Pants Rowland,Jimmy Austin ejected by Ducky Holmes;George Sisler ejected by Ducky Holmes;Pat Collins ejected by Ducky Holmes,
1924/06/21,1924,06,21,SLA192406212,Chicago White Sox,St.Louis Browns,Sportsman's Park III,Dick Nallin,Pants Rowland,(none),Ducky Holmes,,,Dick Nallin;Pants Rowland;Ducky Holmes,,
